CALLSIGN,SSR INDICATION,ICAO 3LD,UNIT OR OPERATOR,FORCE,ACFT TYPE,COUNTRY,SOURCE REMARK,OPERATIONAL NOTE,LOCATION NOTE2,ETYMOLOGY NOTE,MISCELLANEOUS NOTE,ASSOCIATED FIXED CALLSIGN,APPROVED CONTRACTION,TAXONOMY,SENSITIVITY,SOURCE,,,,,,,,,,,,,,,,,
LONGBOW,LNGBW,-,673 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
LOOKER,LOOKR,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
LOSSIE,LOS,LOS,LOSSIEMOUTH FLIGHT TRAINING UNIT,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
LOSSIE,LOSSIE,LOS,LOSSIEMOUTH FLIGHT TRAINING UNIT,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
LOWLAND,LWLND,-,EAST OF SCOTLAND UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
LUCKY,LUCKY,-,674 SQUADRON,ARM,N/A,UNITED KINGDOM,,,,,DISBANDED APRIL 2021,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
LUMBER,LUMBR,-,GENERIC,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,OPERATIONAL CALLSIGN,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
LUMBER,LUMBR,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
LUTON,N/A,-,19 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,,,,CEASED FLYING OPERATIONS 2011,U,N/A,1,,,,,,,,,,,,,,,,,,,
LYEVER,LYEVR,-,LIVERPOOL UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
LYRIC,LYRIC,-,AIR AND SPACE WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MACE,MACE,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MACHETE,MCHET,-,656 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MACHETE,MACHETE,-,656 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MACHO,MACHO,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAD,MAD,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MADRAS,MDS,-,10 SQUADRON,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MADRAS,MADRS,-,10 SQUADRON,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAGPIE,N/A,-,GAMA AVIATION,UK GOVERNMENT CONTRACTOR,BN2T,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,N/A,1,,,,,,,,,,,,,,,,,,,
MALLARD,MALRD,-,202 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MALLARD,N/A,-,658 SQUADRON,ARMY AIR CORPS,AS32,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,N/A,1,,,,,,,,,,,,,,,,,,,
MALLET,MALET,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MANDRILL,MNDRL,-,51 SQUADRON,ROYAL AIR FORCE,R135,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MANHOLE,N/A,N/A,ADMINISTRATIVE STAFF,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
MAPLE,MAPLE,-,661 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MARHAM,MRH,MRH,RAF MARHAM,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MARINE,MRINE,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MARINE,MARINE,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MARINE,MARNE,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MARIO,MARIO,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
MARKHOR,MARKHOR,-,60 SQUADRON,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,,,A TYPE OF GOAT FROM THE KHYVER PASS REGION WHERE THE SQUADRON WAS DEPLOYED IN ITS EARLY YEARS.,,U,N,1,,,,,,,,,,,,,,,,,,,
MARKHOR,MARKHOR,-,60 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,A TYPE OF GOAT FROM THE KHYVER PASS REGION WHERE THE SQUADRON WAS DEPLOYED IN ITS EARLY YEARS.,,U,N,1,,,,,,,,,,,,,,,,,,,
MARKHOR,MARKR,-,60 SQUADRON,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,,,A TYPE OF GOAT FROM THE KHYVER PASS REGION WHERE THE SQUADRON WAS DEPLOYED IN ITS EARLY YEARS.,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MARKHOR,MARKR,-,60 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,A TYPE OF GOAT FROM THE KHYVER PASS REGION WHERE THE SQUADRON WAS DEPLOYED IN ITS EARLY YEARS.,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MARSHALL,MCE,MCE,MARSHALL AEROSPACE & DEFENSE GROUP,DEFENCE EQUIPMENT & SUPPORT,VARIOUS,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MARTIN,MBE,MBE,MARTIN BAKER,DEFENSE EQUIPMENT & SUPPORT,BE20,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MARTIN,MBE,MBE,MARTIN BAKER,DEFENSE EQUIPMENT & SUPPORT,METR,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MARTLET,MRTLT,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MARTLET,MART,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MARTLET,MARTLT,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MATADOR,MATDR,-,33 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,,,,DISBANDED OCTOBER 2025,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAUL,MAUL,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAULER,MAULR,-,656 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAUSER,MAUSR,-,1435 FLIGHT,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,QRA AIRCRAFT DEPLOYED TO FALKLANDS.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAXIMUS,MXMUS,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
MAXIMUS,MXMUS,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
MAXIMUS,MAXMS,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAXIMUS,MAXMS,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAYFAIR,MAYFAIR,-,UNIVERSITY OF LONDON AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MAYFAIR,MAYFR,-,UNIVERSITY OF LONDON AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MAYFLY,MYFLY,-,RAF WADDINGTON,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MEDUSA,MEDUS,-,14 SQUADRON,ROYAL AIR FORCE,B350,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MEMORIAL,MEMRL,-,BATTLE OF BRITAIN MEMORIAL FLIGHT,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MENZEL,MENZL,-,SUPPORT HELICOPTER FORCE,JOINT AVIATION COMMAND,VARIOUS,UNITED KINGDOM,HEADQUARTERS STATIC,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MERLIN,RRL,RRL,ROLLS ROYCE (MILITARY AVIATION),DEFENSE EQUIPMENT & SUPPORT,SPIT,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MERLIN,RRL,RRL,ROLLS ROYCE (MILITARY AVIATION),DEFENSE EQUIPMENT & SUPPORT,T6,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MERSEY,MERSEY,-,LIVERPOOL UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MERSEY,MERY,-,LIVERPOOL UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MERSEY,MERSY,-,LIVERPOOL UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
METAL,METAL,-,RAF ODIHAM,ROYAL AIR FORCE,H47,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
METEOR,MTEOR,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
METEOR,N/A,N/A,METEOROLOGICAL STAFF,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
METRIC,N/A,-,GAMA AVIATION,UK GOVERNMENT CONTRACTOR,BN2T,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,N/A,1,,,,,,,,,,,,,,,,,,,
MIKE,M,-,NO. 1 FLYING TRAINING SCHOOL,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MIKE,M,-,NO. 1 FLYING TRAINING SCHOOL,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MIMIC,MIMIC,-,206 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MINOR,N/A,N/A,SECOND MOST SENIOR APPOINTMENT,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,PRECEEDED BY OTHER ACP125 CALLSIGN I.E. SUNSHINE MINOR - ACP125 RADIO APPOINTMENT TITLE,,,,,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
MINX,MINX,-,14 SQUADRON,ROYAL AIR FORCE,B350,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MIRROR,MIROR,-,AIR AND SPACE WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MISFIT,MISFT,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
MITOR,MITOR,-,41 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MOHAWK,MOHWK,-,654 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,"4 REGIMENT, REGIMENTAL HEADQUARTERS",,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MOJO,N/A,-,GAMA AVIATION,UK GOVERNMENT CONTRACTOR,BN2T,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,N/A,1,,,,,,,,,,,,,,,,,,,
MOLAR,N/A,N/A,LOGISTICS OFFICER / STAFF,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
MONARCH,MNRCH,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,HMS LANCASTER FLIGHT,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MONGOL,MONGL,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MONGOOSE,MNGSE,-,651 SQUADRON,ARMY AIR CORPS,N/A,UNITED KINGDOM,,,,,FLYING OPERATIONS CEASED 2021,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MONICA,MONIC,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MONKEY,MONKY,-,809 NAVAL AIR SQUADRON,ROYAL NAVY,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MONSTER,MNSTR,-,33 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,,,,DISBANDED OCTOBER 2025,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MOONBEAM,N/A,N/A,CHIEF OF STAFF / EXECUTIVE OFFICER,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
MOONRAKER,MNRKR,-,7 REGIMENT,ARMY AIR CORPS,H64,UNITED KINGDOM,,CONVERSION FLIGHT,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MORBUS,MORBS,-,22 SQUADRON,ROYAL AIR FORCE,EH10,UNITED KINGDOM,ROTARY WING OPERATIONAL EVALUATION & TRAINING UNIT (RWOETU),,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MORBUS,MORBUS,-,22 SQUADRON,ROYAL AIR FORCE,EH10,UNITED KINGDOM,ROTARY WING OPERATIONAL EVALUATION & TRAINING UNIT (RWOETU),,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MOTHBALL,MTHBAL,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MOTHBALL,MTHBL,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MOTLEY,MOTLY,-,JOINT HELICOPTER SUPPORT SQUADRON,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,MOBILE AIR OPERATIONS TEAM (MAOT),,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MUGGER,MUGGR,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MUGGER,MR,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
MUNGO,MUNGO,-,84 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MUSKET,MUSKT,-,654 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,REGIMENTAL HEADQUARTERS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MUSTANG,MSTNG,-,7 REGIMENT,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
MUSTANG,MSTNG,-,4 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,JET CONVERSION TRAINING,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAIL,NL,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
NAIL,NAIL,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAPIER,NAPIER,-,70 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NASTY,NASTY,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVY,NAVY,-,GENERIC,ROYAL NAVY,VARIOUS,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NAVY,NVY,NVY,GENERIC,ROYAL NAVY,VARIOUS,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NAVY CHARLIE,NVYCH,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,OUT OF AREA OPERATIONS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVY HAWK,NAVYHAWK,-,GENERIC,ROYAL NAVY,HAWK,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NAVY HAWK,NVYHWK,-,GENERIC,ROYAL NAVY,HAWK,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NAVY LIMA,NVYLM,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,OUT OF AREA OPERATIONS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVY VICTOR,NVVTR,-,846 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,OUT OF AREA OPERATIONS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVY YANKEE,NVYYK,-,845 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,OUT OF AREA OPERATIONS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS BLACKFISH,BKFSH,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,SWOR,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS CHIPMUNK,CHMNK,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,DHC1,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS RELIANT,RELNT,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,RELI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS SEAFIRE,SEAFR,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,SPIT,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS SEAFURY,SEAFY,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,FURY,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS SEAHAWK,SEAHK,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,SHAW,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS STRINGBAG,STRBG,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,SWOR,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS SWORDFISH,SDFSH,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,SWOR,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS WINKLE,WINKL,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,SPIT,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NEMESIS,NMSIS,-,653 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,ATTACK HELICOPTER FORCE HQ,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NEMESIS,NEM,-,653 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,ATTACK HELICOPTER FORCE HQ,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NEMESIS,NEMESIS,-,653 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,ATTACK HELICOPTER FORCE HQ,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NEPTUNE,NPTNE,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NESTEGG,NSTEG,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NEWTON,NEWTN,-,JOINT AIR DELIVERY TEST AND EVALUATION UNIT,ROYAL AIR FORCE,ROTARY,UNITED KINGDOM,HELICOPTER SECTION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NICKEL,NCKL,-,6 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NICKEL,NICKL,-,7TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,V22,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
NIGHTHAWK,NTHWK,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NIGHTHAWK,NGHWK,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NIGHTHAWK,NHAWK,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NIGHTMARE,NGTMR,-,3 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NIGHTMARE,NIGHTM,-,3 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NIGHTMARE,NMARE,-,3 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NIGHTWING,NGTWG,-,9 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NINJA,NINJA,-,4 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,JET CONVERSION TRAINING,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NINJA,NIN,-,4 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,JET CONVERSION TRAINING,,,,U,N,1,,,,,,,,,,,,,,,,,,,
NITRO,NITRO,-,207 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NOBLE,NOBLE,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NOMAD,N/A,N/A,NAVIGATION,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
