CALLSIGN,SSR INDICATION,ICAO 3LD,UNIT OR OPERATOR,FORCE,ACFT TYPE,COUNTRY,SOURCE REMARK,OPERATIONAL NOTE,LOCATION NOTE2,ETYMOLOGY NOTE,MISCELLANEOUS NOTE,ASSOCIATED FIXED CALLSIGN,APPROVED CONTRACTION,TAXONOMY,SENSITIVITY,SOURCE,,,,,,,,,,,,,,,,,
TORCH,TORCH,-,617 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TORMENT,TRMNT,-,7 REGIMENT,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TOWLINE,TOW,-,AIRTANKER SERVICES,UK GOVERNMENT CONTRACTOR,A332,UNITED KINGDOM,RAF MRTT AIRCRAFT OPERATING IN A NON-MILITARY CAPACITY,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TRACKER,TRKR,-,633 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRACKER,TRKR,-,663 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRAITOR,N/A,-,GAMA AVIATION,UK GOVERNMENT CONTRACTOR,BN2T,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,N/A,1,,,,,,,,,,,,,,,,,,,
TRAPPER,TRPPR,-,CENTRAL FLYING SCHOOL EXAM WING,ROYAL AIR FORCE,G12T,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TREK,TREK,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRENCHARD,TCHRD,-,57 SQUADRON,ROYAL AIR FORCE,G12T,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TREST,TREST,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRIBAL,TRIBL,-,1 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRICKLE,TRCKL,-,CENTRAL FLYING SCHOOL EXAM WING,ROYAL AIR FORCE,G12T,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRICKY,TRCKY,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRIMBO,TRMBO,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRINITY,TRNTY,-,AIR SUPPORT OPERATIONS CENTRE UK ASOC JTAC-I,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,JTAC INSTRUCTOR,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRIPLEX,TRPLX,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TRIPLEX,TRIPLE,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TRIPLEX,XXX,XXX,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TROJAN,N/A,-,GAMA AVIATION,UK GOVERNMENT CONTRACTOR,BN2T,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,N/A,1,,,,,,,,,,,,,,,,,,,
TRUCKIE,TRCKE,-,30 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TURBO,TURBO,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TURRET,TURET,-,RAF WADDINGTON,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TUSKER,TUSKR,-,27 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TUSKER,TUSKER,-,27 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TUTOR,TUTOR,-,115 SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TUTOR,TUTOR,-,16 SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TYKE,TYKE,-,YORKSHIRE UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TYPHOON,CBY,CBY,CONINGSBY FLIGHT TRAINING UNIT,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TYPHOON,TYPHOO,-,3 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,TYPHOON 03 - 28,Y,N,1,,,,,,,,,,,,,,,,,,,
TYPHOON,TYPHOO,-,11 (FIGHTER) SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,TYPHOON 11 & TYPHOON 60 - 87,U,N,1,,,,,,,,,,,,,,,,,,,
TYPHOON,TYPHOO,-,12 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,TYPHOON 200 - 299,Y,N,1,,,,,,,,,,,,,,,,,,,
TYPHOON,TYPHOO,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,"TYPHOON 29 - 55, TYPHOON 88 - 199, TYPHOON 300+",Y,N,1,,,,,,,,,,,,,,,,,,,
TYRANT,TYRNT,-,11 (FIGHTER) SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UBER,UBER,-,18 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UGLY,UGLY,-,APACHE TRAINING TEAM,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
ULTIMATE,ULTI,-,RAF ODIHAM,ROYAL AIR FORCE,H47,UNITED KINGDOM,,STATION CALLSIGN,,,,U,N,1,,,,,,,,,,,,,,,,,,,
ULTIMATE,ULTIMAT,-,RAF ODIHAM,ROYAL AIR FORCE,H47,UNITED KINGDOM,,STATION CALLSIGN,,,,U,N,1,,,,,,,,,,,,,,,,,,,
ULTIMATE,ULTMT,-,RAF ODIHAM,ROYAL AIR FORCE,H47,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA ALPHA,UAA,UAA,12 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA ALPHA,UAA,UAA,EAST OF SCOTLAND UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA DELTA,UAD,UAD,3 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA DELTA,UAD,UAD,BRISTOL UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA HOTEL,UAH,UAH,7 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA HOTEL,UAH,UAH,EAST MIDLANDS UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA INDIA,UAI,UAI,13 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA INDIA,UAI,UAI,NORTHERN IRELAND UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA JULIET,UAJ,UAJ,4 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA JULIET,UAJ,UAJ,UNIVERSITIES OF GLASGOW AND STRATHCLYDE AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA MIKE,UAM,UAM,10 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA MIKE,UAM,UAM,LIVERPOOL UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA MIKE,UAM,UAM,MANCHESTER AND SALFORD UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA OSCAR,UAO,UAO,6 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA OSCAR,UAO,UAO,OXFORD UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA QUEBEC,UAQ,UAQ,11 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA QUEBEC,UAQ,UAQ,NORTHUMBRIAN UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA SIERRA,UAS,UAS,CAMBRIDGE UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA TANGO,UAT,UAT,5 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA UNIFORM,UAU,UAU,2 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA UNIFORM,UAU,UAU,SOUTHAMPTON UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA VICTOR,UAV,UAV,UNIVERSITY OF LONDON AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA WHISKEY,UAW,UAW,1 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA WHISKEY,UAW,UAW,UNIVERSITIES OF WALES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA XRAY,UAX,UAX,YORKSHIRE UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA YANKEE,UAY,UAY,8 AIR EXPERIENCE FLIGHT,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNIFORM ALPHA YANKEE,UAY,UAY,UNIVERSITY OF BIRMINGHAM AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,,,,,"AFTER INITIAL CONTACT, AIR TRAFFIC MAY REDUCE THE CALLSIGN SIMPLY ""UNIFORM"".",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
UNKN,GLIDA,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
UPAVON,UPAVON,UPV,622 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
UPAVON,UPV,UPV,622 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
UPSET,UPSET,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
URBAN,URBAN,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VACILLATE,VCLTE,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VADER,VADER,-,UNKN,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,OPERATING FROM RAF AKROTIRI IN SUPPORT OF OPERATION SHADER,U,N,1,,,,,,,,,,,,,,,,,,,
VAGABOND,VGBND,-,652 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VAGABOND,VGABND,-,652 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM, ,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALHALLA,VLHLL,-,658 SQUADRON,ARMY AIR CORPS,AS32,UNITED KINGDOM,MOD A BLOCK,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VALIANT,VALNT,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VALIANT,VALINT,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALIANT,VLINT,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALKYRIE,VLKYR,-,2 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,"""LOANED"" TO 495 FIGHTER SQUADRON",,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VALKYRIE,VALKYR,-,47TH REGIMENT ROYAL ARTILLERY,BRITISH ARMY,HRM9,UNITED KINGDOM,,,,,OPERATING FROM FORT BLISS,U,N,1,,,,,,,,,,,,,,,,,,,
VALKYRIE,VLKYR,-,495TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VALKYRIE,VALKRY,-,495TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALKYRIE,VLKRE,-,495TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALLEY,VLL,-,202 SQUADRON,ROYAL AIR FORCE,A139,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALLEY,VLL,-,202 SQUADRON,ROYAL AIR FORCE,B412,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALLEY,VLL,-,202 SQUADRON,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VALLEY,VLL,-,202 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VAMP,N/A,N/A,GENERIC,ROYAL AIR FORCE,N/A,UNITED KINGDOM,OPERATIONS,,,,,U,N/A,2,,JSP506,,,,,,,,,,,,,,,,,
VAMPIRE,VAMPR,-,2 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VAMPIRE,VAMPIR,-,2 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VANDAL,VANDL,-,12 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VANDAL,VANDAL,-,12 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VANGUARD,VANGRD,-,1 REGIMENT,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VANGUARD,VANGRD,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,DA42,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VANGUARD,VANGUARD,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,DA42,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VANGUARD,VANGRD,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VANGUARD,VNGRD,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,DA42,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VANGUARD,VNGRD,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VANQUISH,VNQSH,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VANTAGE,VANTG,-,14 SQUADRON,ROYAL AIR FORCE,B350,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VAUXHALL,VXHAL,-,MANCHESTER AND SALFORD UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VAUXHALL,VXHLL,-,MANCHESTER AND SALFORD UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VEGA,VEGA,-,1 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VEGAS,VEGAS,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,CLOSE AIR SUPPORT,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VELOX,VELOX,-,664 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VENDETTA,VNDTA,-,664 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VENGEANCE,VNGCE,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VENGEANCE,VENG,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VENGEANCE,VENGCE,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VENGEANCE,VENGE,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VENGEANCE,VENGEA,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VENOM,VENOM,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VENTURE,VNTRE,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VENTURE,VENTUR,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VERMIN,VERMN,-,12 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
VERMIN,VERMIN,-,12 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
VESPER,N/A,-,GENERIC,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,OPERATING FROM RAF AKROTIRI IN SUPPORT OF OPERATION SHADER,U,U,1,,,,,,,,,,,,,,,,,,,
VESTMENT,N/A,N/A,AIR CONTACT OFFICER,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
VICE,VICE,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
