ICAO CODE,IATA CODE,ALTERNATIVE CODE,LOCATION SERVED,AIRPORT,ALTERNATIVE NAME,HISTORICAL NAME,COUNTRY,TYPE,USER,NOTES,ICAO REGION,LAT/LONG
KCRP,CRP,-,CORPUS CHRISTI,CORPUS CHRISTI INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCRQ,CLD,-,CARLSBAD,MCCLELLAN–PALOMAR AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCRW,CRW,-,CHARLESTON,YEAGER AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCSG,CSG,-,COLUMBUS,COLUMBUS AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCSL,CSL,-,CAMP SAN LUIS OBISPO,O'SULLIVAN AHP,-,-,UNITED STATES OF AMERICA,,,-,K,
KCVG,CVG,-,CINCINNATI/COVINGTON,CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCVH,HLI,-,HOLLISTER,HOLLISTER MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCWA,CWA,-,MOSINEE,CENTRAL WISCONSIN AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KCXL,CXL,-,CALEXICO,CALEXICO INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDAB,DAB,-,DAYTONA BEACH,DAYTONA BEACH INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDAG,DAG,-,DAGGETT,BARSTOW-DAGGETT AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDAL,DAL,-,DALLAS,DALLAS LOVE FIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KDAY,DAY,-,DAYTON,JAMES M. COX DAYTON INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDBQ,DBQ,-,DUBUQUE,DUBUQUE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDCA,DCA,-,"WASHINGTON, D.C. / ARLINGTON COUNTY",RONALD REAGAN WASHINGTON NATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDCU,DCU,-,DECATUR,PRYOR FIELD REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDEN,DEN,-,DENVER,DENVER INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDFW,DFW,-,DALLAS,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDHN,DHN,-,DOTHAN,DOTHAN REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDIK,DIK,-,DICKINSON,DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDLH,DLH,-,DULUTH,DULUTH INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDLO,-,-,DELANO,DELANO MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDRO,DRO,-,DURANGO,DURANGO–LA PLATA COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDSM,DSM,-,DES MOINES,DES MOINES INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDTW,DTW,-,DETROIT,DETROIT METROPOLITAN AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDVO,NOT,-,NOVATO,GNOSS FIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KDWA,-,-,DAVIS / WOODLAND / WINTERS,YOLO COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDYA,-,-,DEMOPOLIS,DEMOPOLIS REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KDYS,DYS,-,ABILENE,DYESS AIR FORCE BASE,-,-,UNITED STATES OF AMERICA,,,-,K,
KEAT,EAT,-,WENATCHEE,PANGBORN MEMORIAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEAU,EAU,-,EAU CLAIRE,CHIPPEWA VALLEY REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KECP,ECP,-,PANAMA CITY,NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT[NB 2],-,-,UNITED STATES OF AMERICA,,,-,K,
KEDN,ETS,-,ENTERPRISE,ENTERPRISE MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEDU,-,-,DAVIS,UNIVERSITY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEDW,EDW,EDW,MOHAVE,EDWARDS AIR FORCE BASE,-,MUROC AIR FORCE BASE,UNITED STATES OF AMERICA,LAND AIRPORT,MILITARY,-,K,
KEED,EED,-,NEEDLES,NEEDLES AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEET,-,-,ALABASTER,SHELBY COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEGE,EGE,-,EAGLE/VAIL,EAGLE COUNTY REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEKA,EKA,-,EUREKA,MURRAY FIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KEKO,EKO,-,ELKO,ELKO REGIONAL AIRPORT,J.C. HARRIS FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KEKY,-,-,BESSEMER,BESSEMER AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KELM,ELM,-,ELMIRA,ELMIRA/CORNING REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KELP,ELP,-,EL PASO,EL PASO INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEMT,EMT,-,EL MONTE,EL MONTE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KERI,ERI,-,ERIE,ERIE INTERNATIONAL AIRPORT,TOM RIDGE FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KESC,ESC,-,ESCANABA,DELTA COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KESF,ESF,-,ALEXANDRIA,ESLER REGIONAL AIRPORT,ESLER FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KEUF,EUF,-,EUFAULA,WEEDON FIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KEUG,EUG,-,EUGENE,EUGENE AIRPORT,MAHLON SWEET FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KEVV,EVV,-,EVANSVILLE,EVANSVILLE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEWN,EWN,-,NEW BERN,COASTAL CAROLINA REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEWR,EWR,-,NEW YORK / NEWARK,NEWARK LIBERTY INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KEYW,EYW,-,KEY WEST,KEY WEST INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFAR,FAR,-,FARGO,HECTOR INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFAT,FAT,-,FRESNO,FRESNO YOSEMITE INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFAY,FAY,-,FAYETTEVILLE,FAYETTEVILLE REGIONAL AIRPORT,GRANNIS FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KFCH,FCH,-,FRESNO,FRESNO CHANDLER EXECUTIVE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFHR,FRD,-,FRIDAY HARBOR,FRIDAY HARBOR AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFLG,FLG,-,FLAGSTAFF,FLAGSTAFF PULLIAM AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFLL,FLL,-,FORT LAUDERDALE,FORT LAUDERDALE–HOLLYWOOD INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFLO,FLO,-,FLORENCE,FLORENCE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFNT,FNT,-,FLINT,BISHOP INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFOT,-,-,FORTUNA,ROHNERVILLE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFSD,FSD,-,SIOUX FALLS,SIOUX FALLS REGIONAL AIRPORT ,JOE FOSS FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KFSM,FSM,-,FORT SMITH,FORT SMITH REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFUL,FUL,-,FULLERTON,FULLERTON MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KFWA,FWA,-,FORT WAYNE,FORT WAYNE INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGAD,GAD,-,GADSDEN,NORTHEAST ALABAMA REGIONAL AIRPORT ,-,GADSDEN MUNICIPAL,UNITED STATES OF AMERICA,,,-,K,
KGCC,GCC,-,GILLETTE,GILLETTE–CAMPBELL COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGCK,GCK,-,GARDEN CITY,GARDEN CITY REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGCN,GCN,-,GRAND CANYON,GRAND CANYON NATIONAL PARK AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGEG,GEG,-,SPOKANE,SPOKANE INTERNATIONAL AIRPORT ,GEIGER FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KGFK,GFK,-,GRAND FORKS,GRAND FORKS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGGG,GGG,-,LONGVIEW,EAST TEXAS REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGJT,GJT,-,GRAND JUNCTION,GRAND JUNCTION REGIONAL AIRPORT,WALKER FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KGNV,GNV,-,GAINESVILLE,GAINESVILLE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGOO,GOO,-,GRASS VALLEY,NEVADA COUNTY AIR PARK,-,-,UNITED STATES OF AMERICA,,,-,K,
KGPI,FCA,-,KALISPELL,GLACIER PARK INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGPT,GPT,-,GULFPORT / BILOXI,GULFPORT–BILOXI INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGRB,GRB,-,GREEN BAY,GREEN BAY–AUSTIN STRAUBEL INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGRI,GRI,-,GRAND ISLAND,CENTRAL NEBRASKA REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGRK,GRK,-,KILLEEN,KILLEEN–FORT HOOD REGIONAL AIRPORT / ROBERT GRAY ARMY AIRFIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KGRR,GRR,-,GRAND RAPIDS,GERALD R. FORD INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGSO,GSO,-,GREENSBORO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGSP,GSP,-,GREENVILLE,GREENVILLE–SPARTANBURG INTERNATIONAL AIRPORT ,ROGER MILLIKEN FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KGTF,GTF,-,GREAT FALLS,GREAT FALLS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGTR,GTR,-,COLUMBUS,GOLDEN TRIANGLE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGUC,GUC,-,GUNNISON,GUNNISON–CRESTED BUTTE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KGXA,-,-,PALMDALE,GREY BUTTE FIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KGZH,-,-,EVERGREEN,MIDDLETON FIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KHAB,HAB,-,HAMILTON,MARION COUNTY – RANKIN FITE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHAF,HAF,-,HALF MOON BAY,HALF MOON BAY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHDN,HDN,-,HAYDEN,YAMPA VALLEY AIRPORT,YAMPA VALLEY REGIONAL,-,UNITED STATES OF AMERICA,,,-,K,
KHES,-,-,HEALDSBURG,HEALDSBURG MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHEY,HEY,-,OZARK,HANCHEY ARMY HELIPORT ,-,LOCATED AT FORT RUCKER,UNITED STATES OF AMERICA,HELIPORT,,-,K,
KHGR,HGR,-,HAGERSTOWN,HAGERSTOWN REGIONAL AIRPORT ,RICHARD A. HENSON FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KHGT,HGT,-,FORT HUNTER LIGGETT / JOLON,TUSI ARMY HELIPORT,-,-,UNITED STATES OF AMERICA,HELIPORT,,-,K,
KHHR,HHR,-,HAWTHORNE,HAWTHORNE MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHIB,HIB,-,HIBBING,RANGE REGIONAL AIRPORT,-,CHISHOLM–HIBBING AIRPORT,UNITED STATES OF AMERICA,,,-,K,
KHJO,-,-,HANFORD,HANFORD MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHLN,HLN,-,HELENA,HELENA REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHMN,HMN,-,ALAMOGORDO,HOLLOMAN AIR FORCE BASE,-,-,UNITED STATES OF AMERICA,,MILITARY,-,K,
KHMT,HMT,-,HEMET,HEMET-RYAN AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHOB,HOB,-,HOBBS,LEA COUNTY REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHOU,HOU,-,HOUSTON,WILLIAM P. HOBBY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHPN,HPN,-,WHITE PLAINS,WESTCHESTER COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHRL,HRL,-,HARLINGEN,VALLEY INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHSV,HSV,-,HUNTSVILLE,HUNTSVILLE INTERNATIONAL AIRPORT,CARL T. JONES FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KHTS,HTS,-,HUNTINGTON,TRI-STATE AIRPORT,MILTON J. FERGUSON FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KHUA,HUA,-,HUNTSVILLE,REDSTONE ARMY AIRFIELD ,REDSTONE ARSENAL,-,UNITED STATES OF AMERICA,,,-,K,
KHVN,HVN,-,NEW HAVEN,TWEED-NEW HAVEN AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHWD,HWD,-,HAYWARD,HAYWARD EXECUTIVE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHXD,HHH,-,HILTON HEAD,HILTON HEAD AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHYA,HYA,-,HYANNIS,BARNSTABLE MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KHYS,HYS,-,HAYS,HAYS REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIAD,IAD,-,"WASHINGTON, D.C. / DULLES / CHANTILLY",WASHINGTON DULLES INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIAG,IAG,-,NIAGARA FALLS,NIAGARA FALLS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIAH,IAH,-,HOUSTON,GEORGE BUSH INTERCONTINENTAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KICT,ICT,-,WICHITA,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT (FORMERLY WICHITA MID-CONTINENT AIRPORT),-,-,UNITED STATES OF AMERICA,,,-,K,
KIDA,IDA,-,IDAHO FALLS,IDAHO FALLS REGIONAL AIRPORT ,FANNING FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KIFP,IFP,-,BULLHEAD CITY,LAUGHLIN/BULLHEAD INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KILM,ILM,-,WILMINGTON,WILMINGTON INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIMT,IMT,-,IRON MOUNTAIN,FORD AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIND,IND,-,INDIANAPOLIS,INDIANAPOLIS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KINL,INL,-,INTERNATIONAL FALLS,FALLS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIPL,IPL,-,IMPERIAL / EL CENTRO,IMPERIAL COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIPT,IPT,-,WILLIAMSPORT,WILLIAMSPORT REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KISP,ISP,-,ISLIP,LONG ISLAND MACARTHUR AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KITH,ITH,-,ITHACA,ITHACA TOMPKINS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIWA,AZA,-,MESA,PHOENIX–MESA GATEWAY AIRPORT ,-,WILLIAMS AIRFORCE BASE,UNITED STATES OF AMERICA,,,-,K,
KIYK,IYK,-,INYOKERN,INYOKERN AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KIZA,SQA,-,SANTA YNEZ,SANTA YNEZ AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJAC,JAC,-,JACKSON,JACKSON HOLE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJAN,JAN,-,JACKSON,JACKSON–MEDGAR WILEY EVERS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJAQ,-,-,JACKSON,AMADOR COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJAX,JAX,-,JACKSONVILLE,JACKSONVILLE INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJFK,JFK,-,NEW YORK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJFX,-,-,JASPER,WALKER COUNTY AIRPORT,BEVILL FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KJKA,GUF,-,GULF SHORES,JACK EDWARDS AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJLN,JLN,-,JOPLIN,JOPLIN REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJMS,JMS,-,JAMESTOWN,JAMESTOWN REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KJPN,JPN,-,PENTAGON,PENTAGON ARMY HELIPORT,-,-,UNITED STATES OF AMERICA,HELIPORT,,-,K,
KJQF,USA,-,CONCORD,CONCORD REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KKIC,KIC,-,KING CITY,MESA DEL REY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLAN,LAN,-,LANSING,CAPITAL REGION INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLAR,LAR,-,LARAMIE,LARAMIE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLAS,LAS,-,LAS VEGAS,MCCARRAN INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLAW,LAW,-,LAWTON,LAWTON–FORT SILL REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLAX,LAX,-,LOS ANGELES,LOS ANGELES INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLBB,LBB,-,LUBBOCK,LUBBOCK PRESTON SMITH INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLBE,LBE,-,LATROBE,ARNOLD PALMER REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLBF,LBF,-,NORTH PLATTE,NORTH PLATTE REGIONAL AIRPORT,-,LEE BIRD FIELD,UNITED STATES OF AMERICA,,,-,K,
KLCH,LCH,-,LAKE CHARLES,LAKE CHARLES REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLCK,LCK,-,COLUMBUS,RICKENBACKER INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLEB,LEB,-,LEBANON,LEBANON MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLEX,LEX,-,LEXINGTON,BLUE GRASS AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLFT,LFT,-,LAFAYETTE,LAFAYETTE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLGA,LGA,-,NEW YORK,LAGUARDIA AIRPORT ,-,-,UNITED STATES OF AMERICA,,,INCLUDING MARINE AIR TERMINAL,K,
KLGB,LGB,-,LONG BEACH,LONG BEACH AIRPORT ,DAUGHERTY FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KLHM,-,-,LINCOLN,LINCOLN REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLIT,LIT,-,LITTLE ROCK,CLINTON NATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLLR,-,-,LITTLE RIVER,LITTLE RIVER AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLNK,LNK,-,LINCOLN,LINCOLN AIRPORT ,-,LINCOLN MUNICIPAL,UNITED STATES OF AMERICA,,,-,K,
KLOR,LOR,-,OZARK,LOWE ARMY HELIPORT ,-,LOCATED AT FORT RUCKER,UNITED STATES OF AMERICA,HELIPORT,,-,K,
KLPC,LPC,-,LOMPOC,LOMPOC AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLRD,LRD,-,LAREDO,LAREDO INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLSE,LSE,-,LA CROSSE,LA CROSSE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLSN,LSN,-,LOS BANOS,LOS BANOS MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLTS,LTS,-,ALTUS,ALTUS AIR FORCE BASE,-,-,UNITED STATES OF AMERICA,,,-,K,
KLVK,LVK,-,LIVERMORE,LIVERMORE MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLWB,LWB,-,LEWISBURG,GREENBRIER VALLEY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLWS,LWS,-,LEWISTON,LEWISTON–NEZ PERCE COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KLYH,LYH,-,LYNCHBURG,LYNCHBURG REGIONAL AIRPORT,PRESTON GLENN FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KMAE,MAE,-,MADERA,MADERA MUNICIPAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMAF,MAF,-,MIDLAND / ODESSA,MIDLAND INTERNATIONAL AIR AND SPACE PORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMBS,MBS,-,SAGINAW,MBS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMCC,MCC,-,SACRAMENTO,MCCLELLAN AIRFIELD,-,-,UNITED STATES OF AMERICA,,,-,K,
KMCE,MCE,-,MERCED,MERCED REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMCI,MCI,-,KANSAS CITY,KANSAS CITY INTERNATIONAL AIRPORT,-,MID-CONTINENT INTERNATIONAL AIRPORT,UNITED STATES OF AMERICA,,,-,K,
KMCN,MCN,-,MACON,MIDDLE GEORGIA REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMCO,MCO,-,ORLANDO,ORLANDO INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMDQ,-,-,HUNTSVILLE,MADISON COUNTY EXECUTIVE AIRPORT,TOM SHARP JR. FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KMDT,MDT,-,HARRISBURG,HARRISBURG INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMDW,MDW,-,CHICAGO,CHICAGO MIDWAY INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMEI,MEI,-,MERIDIAN,MERIDIAN REGIONAL AIRPORT ,KEY FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KMEM,MEM,-,MEMPHIS,MEMPHIS INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMER,MER,-,ATWATER / MERCED,CASTLE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMFE,MFE,-,MCALLEN,MCALLEN MILLER INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMFR,MFR,-,MEDFORD,ROGUE VALLEY INTERNATIONAL–MEDFORD AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMGM,MGM,-,MONTGOMERY,MONTGOMERY REGIONAL AIRPORT ,DANNELLY FIELD,-,UNITED STATES OF AMERICA,,,-,K,
KMHK,MHK,-,MANHATTAN,MANHATTAN REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMHR,MHR,-,SACRAMENTO,SACRAMENTO MATHER AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMHT,MHT,-,MANCHESTER,MANCHESTER–BOSTON REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMHV,MHV,-,MOJAVE,MOJAVE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMIA,MIA,-,MIAMI,MIAMI INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMIT,MIT,-,SHAFTER,SHAFTER AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMKE,MKE,-,MILWAUKEE,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMKG,MKG,-,MUSKEGON,MUSKEGON COUNTY AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMLB,MLB,-,MELBOURNE,MELBOURNE ORLANDO INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMLI,MLI,-,MOLINE,QUAD CITY INTERNATIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMLU,MLU,-,MONROE,MONROE REGIONAL AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
KMMH,MMH,-,MAMMOTH LAKES,MAMMOTH YOSEMITE AIRPORT,-,-,UNITED STATES OF AMERICA,,,-,K,
